event_id,user_id,timestamp,modality,match_score,device_id,location,attempt_count,outcome,session_duration_sec,is_fraud,fraud_pattern
7062dff6-0591-47e1-8086-08612fa83aa4,USR-0158,2024-01-01 07:50:00,keystroke_dynamics,0.9215,DEV-0012,New York,1,success,169,False,
a22966c4-ca39-465a-991f-210234aaf8d4,USR-0195,2024-01-01 07:54:00,voice,0.9064,DEV-0042,Manchester,1,success,194,False,
cde55848-b19c-405e-97e0-a1f103840661,USR-0068,2024-01-01 07:55:00,voice,0.9044,DEV-0032,London,1,success,160,False,
7a59697d-93f0-40c7-bd92-f1cb87101172,USR-0137,2024-01-01 08:02:00,fingerprint,0.8127,DEV-0050,New York,1,success,209,False,
bdcf6fd4-88df-42c1-9fc8-628d4b4d1079,USR-0111,2024-01-01 08:03:00,voice,0.8424,DEV-0036,Manchester,1,success,186,False,
4a00ae99-8637-4844-b570-7bd6bf922ea5,USR-0195,2024-01-01 08:09:00,voice,0.9064,DEV-0042,Berlin,1,success,194,True,geo_jump
7ecb002e-73d3-428c-9916-79d3d24025ea,USR-0081,2024-01-01 08:11:00,keystroke_dynamics,0.7931,DEV-0048,Manchester,1,success,131,False,
22249813-0a6b-4e3d-94fd-0594ecf91245,USR-0078,2024-01-01 08:11:00,voice,0.8875,DEV-0028,Manchester,1,success,110,False,
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,USR-0025,2024-01-01 08:12:00,keystroke_dynamics,0.7493,DEV-0009,London,1,success,227,False,
252151f9-5f39-4d2b-9f25-210ea82e2d61,USR-0136,2024-01-01 08:19:00,face,0.7481,DEV-0031,London,1,success,162,False,
b89f72f3-2a60-4652-a714-7668cf1d7d3a,USR-0019,2024-01-01 08:22:00,fingerprint,0.9118,DEV-0039,Manchester,1,success,228,False,
1f3cea1d-2271-47ca-b887-73ed4af715b7,USR-0071,2024-01-01 08:24:00,face,0.8434,DEV-0025,London,1,success,91,False,
f3bc9a71-07f4-4ee5-ac82-989ffd9cfbb0,USR-0041,2024-01-01 08:24:00,voice,0.8489,DEV-0043,Manchester,1,success,194,False,
555b9d60-8851-4075-bdbd-210bc2490241,USR-0071,2024-01-01 08:24:00,face,0.512,DEV-0025,London,13,success,91,True,rapid_retry
93d054e4-3550-407e-84ca-bb38892fca69,USR-0072,2024-01-01 08:27:00,keystroke_dynamics,0.8405,DEV-0013,Manchester,1,success,169,False,
cf3b6e13-781f-418a-8ae2-e88e7a1b2bb4,USR-0122,2024-01-01 08:30:00,face,0.5373,DEV-0014,Manchester,1,success,194,True,low_score_bypass
51683612-2bb6-4a4e-8c47-5261e585a0a5,USR-0122,2024-01-01 08:30:00,face,0.9178,DEV-0014,Manchester,1,success,194,False,
b73f6e64-378d-4f8d-8761-f9da039479c1,USR-0087,2024-01-01 08:38:00,face,0.8243,DEV-0021,New York,1,success,209,False,
7108022a-12a8-4ff7-bffb-bc83d8c80184,USR-0144,2024-01-01 08:44:00,keystroke_dynamics,0.8593,DEV-0030,London,1,success,191,False,
304b2370-8270-4238-9b5f-8f39848b34f0,USR-0037,2024-01-01 09:06:00,voice,0.8559,DEV-0018,Manchester,1,success,206,False,
931414e8-510e-441f-be67-e8e90a88e6ca,USR-0083,2024-01-01 09:09:00,face,0.8946,DEV-0011,New York,1,success,229,False,
b176e71f-3918-4c16-a386-3cd100f24a96,USR-0104,2024-01-01 09:21:00,voice,0.8188,DEV-0012,Manchester,1,success,170,False,
dfcc8eb4-bfbe-4892-a3ce-37db7cb8b49d,USR-0155,2024-01-01 09:23:00,voice,0.7727,DEV-0008,New York,1,success,189,False,
b9ef9fa8-3ec8-4e58-9728-2d3089111a42,USR-0134,2024-01-01 09:23:00,face,0.8453,DEV-0024,Manchester,1,success,213,False,
92689d81-276c-4202-90a1-2a0b5f96600d,USR-0183,2024-01-01 09:23:00,face,0.8903,DEV-0002,London,1,success,176,False,
43a534d2-8e7d-4f5a-8773-e66a6db2b020,USR-0053,2024-01-01 09:24:00,voice,0.8244,DEV-0010,Manchester,1,success,173,False,
cb28ac77-f855-4dab-af33-268417a1f56e,USR-0104,2024-01-01 09:26:00,voice,0.8188,DEV-0012,Lagos,1,success,170,True,geo_jump
8f1c3fa0-7000-4009-b4e5-70ba7c3cc2bc,USR-0065,2024-01-01 09:28:00,face,0.7483,DEV-0017,Manchester,1,success,191,False,
314b4d36-9516-4359-8436-2fc753edc74f,USR-0098,2024-01-01 09:33:00,face,0.8671,DEV-0009,London,1,success,108,False,
6e047758-94eb-4ddd-8275-4eca91bf903d,USR-0167,2024-01-01 09:34:00,keystroke_dynamics,0.7192,DEV-0029,London,1,success,131,False,
6b352f85-504e-4687-b0e7-e75604d9145e,USR-0026,2024-01-01 09:37:00,face,0.877,DEV-0050,New York,1,success,248,False,
25f98046-0c1d-480e-9873-9636c50e5194,USR-0083,2024-01-01 09:38:00,fingerprint,0.9956,DEV-0034,New York,1,success,140,False,
0c9e5550-3cd1-4f3f-b0c5-827854dccba5,USR-0045,2024-01-01 09:46:00,keystroke_dynamics,0.8771,DEV-0043,Manchester,1,success,139,False,
2d914e29-6541-4574-92ea-13b8a575c5c7,USR-0187,2024-01-01 09:51:00,face,0.8692,DEV-0013,Manchester,1,success,141,False,
355cca9c-fb6b-41dc-aa7f-7e0685695f97,USR-0063,2024-01-01 09:53:00,voice,0.8261,DEV-0007,London,1,success,160,False,
07001750-c1db-480a-b76f-6fff97491088,USR-0149,2024-01-01 09:55:00,keystroke_dynamics,0.8484,DEV-0049,Manchester,1,success,71,False,
bb5e14d6-5b74-4fdd-9c97-46949884f76d,USR-0161,2024-01-01 09:59:00,keystroke_dynamics,0.8733,DEV-0024,Manchester,1,success,249,False,
6ad5401e-07e9-4b0b-998d-eba36ec8261b,USR-0194,2024-01-01 10:01:00,keystroke_dynamics,0.8298,DEV-0014,Manchester,1,success,193,False,
eaacabb4-3802-485f-a14b-a540ea041d0b,USR-0138,2024-01-01 10:07:00,fingerprint,0.7426,DEV-0022,London,1,success,167,False,
ae9bec36-35c7-436c-9b99-62c6e61fecc0,USR-0005,2024-01-01 10:12:00,fingerprint,0.8069,DEV-0040,London,1,success,223,False,
fe54ee4b-80ff-4173-a3df-ecd70e731dd7,USR-0030,2024-01-01 10:14:00,face,0.868,DEV-0014,Manchester,1,success,210,False,
5e175b66-4b87-459f-b0cd-7f05ea87855e,USR-0028,2024-01-01 10:23:00,keystroke_dynamics,0.7714,DEV-0039,Manchester,1,success,196,False,
b907e44b-0e4c-4983-82ff-51e0e21d4d53,USR-0187,2024-01-01 10:26:00,face,0.8815,DEV-0003,Manchester,1,success,140,False,
eade7b17-b0d0-40bd-8dff-01baf0db6ecb,USR-0092,2024-01-01 10:28:00,voice,0.7937,DEV-0034,New York,1,success,187,False,
d0d14782-421e-4ad4-b226-f24a230d27b8,USR-0092,2024-01-01 10:28:00,voice,0.4111,DEV-0034,New York,1,success,187,True,low_score_bypass
b576255e-9854-4f22-a102-f9c964575bc4,USR-0019,2024-01-01 10:37:00,face,0.8249,DEV-0049,Manchester,1,success,176,False,
61a93ecf-ec0d-49ba-8b94-729c03fde24e,USR-0178,2024-01-01 10:45:00,face,0.8325,DEV-0006,New York,1,success,178,False,
0dc78104-8c66-4766-b922-b440e0f1e44c,USR-0061,2024-01-01 10:47:00,fingerprint,0.8082,DEV-0049,London,1,success,161,False,
7b1dbca3-2286-43f8-8314-96ea2160446e,USR-0067,2024-01-01 10:54:00,voice,0.7686,DEV-0022,London,1,success,181,False,
21e10ae8-5795-4ee7-b510-561a683def14,USR-0183,2024-01-01 10:58:00,keystroke_dynamics,0.8132,DEV-0034,London,1,success,185,False,
8bc2d46d-0e80-4f03-9e5f-83786633427e,USR-0146,2024-01-01 11:05:00,fingerprint,0.7933,DEV-0049,London,1,success,159,False,
f5ed7ddf-783f-4cd0-a0b2-f35699b62656,USR-0197,2024-01-01 11:05:00,fingerprint,0.7666,DEV-0047,London,1,success,182,False,
fb756923-f910-4bb3-b105-32523990e2c9,USR-0026,2024-01-01 11:13:00,face,0.9503,DEV-0045,New York,1,success,172,False,
9a980457-4b21-4512-a8e9-31d8963d101f,USR-0136,2024-01-01 11:19:00,face,0.8302,DEV-0025,London,1,success,208,False,
98e52499-218c-4e1c-9e37-4f7ac42cbc39,USR-0019,2024-01-01 11:28:00,voice,0.8239,DEV-0049,Manchester,1,success,100,False,
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,USR-0016,2024-01-01 11:36:00,fingerprint,0.8247,DEV-0022,London,1,success,100,False,
3f3d2b89-a37a-4c5c-8a9d-3213e04b1533,USR-0195,2024-01-01 11:37:00,fingerprint,0.9466,DEV-0050,Manchester,1,success,155,False,
60aeb372-b6df-44a6-a3d5-2be0ac249f30,USR-0098,2024-01-01 11:46:00,voice,0.8661,DEV-0003,London,1,success,158,False,
d8e06ea2-de5e-48e5-bb3a-3e15ef1920da,USR-0199,2024-01-01 11:50:00,voice,0.921,DEV-0047,Manchester,1,success,120,False,
1c526dd1-fdfc-4a9d-b618-187c37e2dc86,USR-0163,2024-01-01 11:52:00,keystroke_dynamics,0.7052,DEV-0012,Manchester,1,success,251,False,
183fea70-3ff6-479e-8cd4-b90abf8211bc,USR-0041,2024-01-01 11:55:00,keystroke_dynamics,0.8033,DEV-0015,Manchester,1,success,213,False,
b2290f1c-8e68-40c1-b3cd-9709c0da1043,USR-0041,2024-01-01 11:57:00,keystroke_dynamics,0.8033,DEV-0015,Berlin,1,success,213,True,geo_jump
f42973f5-d1d1-4e0b-a7e7-a6bdc2a49fd8,USR-0113,2024-01-01 11:59:00,face,0.8551,DEV-0048,New York,1,success,169,False,
06bf79cf-4616-4d6e-be20-193baae2ad63,USR-0174,2024-01-01 12:06:00,voice,0.8597,DEV-0014,London,1,success,189,False,
e4529643-2a67-4ce3-9c0f-37d575a239b1,USR-0196,2024-01-01 12:06:00,voice,0.8585,DEV-0028,Manchester,1,success,200,False,
9918ee46-1497-4658-b010-f7197e695d0d,USR-0010,2024-01-01 12:10:00,keystroke_dynamics,0.8177,DEV-0045,New York,1,success,224,False,
730825d1-396c-419c-a4ed-91b84d9e3b99,USR-0010,2024-01-01 12:10:00,keystroke_dynamics,0.4799,DEV-0045,New York,1,success,224,True,low_score_bypass
ff03f1a9-72ed-457b-835b-66254e7fb47f,USR-0182,2024-01-01 12:14:00,keystroke_dynamics,0.8918,DEV-0044,New York,1,success,161,False,
70fbb28e-0d9b-43b5-956f-f3c182077e01,USR-0138,2024-01-01 12:15:00,fingerprint,0.7608,DEV-0021,London,1,success,200,False,
66e6c48a-d679-4ab4-aae6-c3da5f2d38b8,USR-0178,2024-01-01 12:16:00,face,0.7866,DEV-0018,New York,1,success,185,False,
585abefb-d181-4f77-a500-1423faebcd19,USR-0026,2024-01-01 12:16:00,fingerprint,0.7356,DEV-0005,New York,1,success,176,False,
1e521d48-6a49-4f0b-a9cb-31b126ea945e,USR-0181,2024-01-01 12:22:00,fingerprint,0.9052,DEV-0047,Manchester,1,success,190,False,
117e894e-91fa-41c7-8141-bb373de814ac,USR-0086,2024-01-01 12:38:00,voice,0.8647,DEV-0022,New York,1,success,183,False,
da3c45ca-43d7-4f2b-b69d-e1e34eed4124,USR-0041,2024-01-01 12:44:00,fingerprint,0.831,DEV-0020,Manchester,1,success,287,False,
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,USR-0003,2024-01-01 12:49:00,face,0.8208,DEV-0041,New York,1,success,238,False,
ff233d5f-6ced-415d-9800-7c0287ea7ff5,USR-0009,2024-01-01 12:50:00,face,0.9667,DEV-0038,Manchester,1,success,185,False,
3fa27ffd-3180-4811-9767-10d764188dde,USR-0172,2024-01-01 12:50:00,fingerprint,0.7538,DEV-0044,Manchester,1,success,190,False,
5bd972c7-04a4-44e7-bfcf-956e0c0b6cd1,USR-0096,2024-01-01 12:57:00,keystroke_dynamics,0.7818,DEV-0032,New York,1,success,157,False,
b68c55b2-79ac-446d-8e03-87ada246ea52,USR-0164,2024-01-01 12:58:00,face,1.0,DEV-0019,Manchester,1,success,200,False,
7796048f-b4b9-4b73-a9de-bccc429e09bd,USR-0093,2024-01-01 12:59:00,voice,0.8071,DEV-0013,New York,1,success,132,False,
589a2b88-cd2e-4c8b-a436-c8dec40cfbde,USR-0159,2024-01-01 12:59:00,face,0.841,DEV-0048,London,1,success,185,False,
9fa4a627-d306-48be-8548-867bad5cba24,USR-0047,2024-01-01 13:06:00,fingerprint,0.9022,DEV-0044,New York,1,success,207,False,
c3231466-aebb-490e-a4e7-51de57ff51d9,USR-0036,2024-01-01 13:07:00,voice,0.795,DEV-0044,New York,1,success,168,False,
6cb9b655-f704-4d14-b235-161506beab4a,USR-0130,2024-01-01 13:09:00,keystroke_dynamics,0.813,DEV-0005,New York,1,success,188,False,
209595a4-602c-4604-93d7-54d6b30269aa,USR-0154,2024-01-01 13:15:00,voice,0.8001,DEV-0021,New York,1,success,118,False,
9b69554d-7c54-435f-ac8c-3b6aa974d079,USR-0017,2024-01-01 13:16:00,fingerprint,0.9185,DEV-0048,London,1,success,220,False,
e85fda55-21c2-48f3-bcfc-7050ecb697a2,USR-0149,2024-01-01 13:18:00,face,0.7161,DEV-0020,Manchester,1,success,164,False,
461bcbc3-09d2-41e0-a6ba-7e5121de2360,USR-0123,2024-01-01 13:29:00,face,0.6847,DEV-0004,London,1,success,197,False,
8868b644-9822-4d58-bf49-a81cd42aa238,USR-0123,2024-01-01 13:29:00,face,0.4392,DEV-0004,London,15,success,197,True,rapid_retry
d907ba3f-1949-4b8a-9754-81a3d6ccc7cd,USR-0177,2024-01-01 13:30:00,keystroke_dynamics,0.8001,DEV-0043,Manchester,1,success,155,False,
09791408-7768-4441-8245-59a5709de505,USR-0149,2024-01-01 13:36:00,keystroke_dynamics,0.9262,DEV-0036,Manchester,1,success,216,False,
b695c2bf-8379-45ed-afc8-d769026e6d11,USR-0122,2024-01-01 13:37:00,fingerprint,0.8606,DEV-0031,Manchester,1,success,178,False,
2d53a810-fc01-446c-94ac-13ced4d05762,USR-0178,2024-01-01 13:38:00,face,0.8755,DEV-0005,New York,1,success,202,False,
7f9ad277-db49-4e6d-9688-782f72b696ca,USR-0051,2024-01-01 13:39:00,face,0.85,DEV-0029,London,1,success,158,False,
008ffab9-38c4-4b38-a8ae-57b9c262cad0,USR-0052,2024-01-01 13:40:00,voice,0.8607,DEV-0027,Manchester,1,success,147,False,
66c14dca-8255-4a61-9a3b-031932f57510,USR-0025,2024-01-01 13:43:00,keystroke_dynamics,0.8723,DEV-0012,London,1,success,126,False,
33f60730-9665-4f7c-8f70-b88bf06c69d9,USR-0108,2024-01-01 13:50:00,face,0.8862,DEV-0010,New York,1,success,164,False,
0d18ab95-668c-4477-8b95-017c5dae1201,USR-0024,2024-01-01 13:54:00,keystroke_dynamics,0.9169,DEV-0036,London,1,success,167,False,
16251089-f340-46f1-b3be-8942e24f908a,USR-0179,2024-01-01 13:59:00,fingerprint,0.6836,DEV-0047,New York,1,success,184,False,
3735262d-4184-4b03-84dd-7054144823f7,USR-0020,2024-01-01 14:06:00,voice,0.9408,DEV-0027,London,1,success,185,False,
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,USR-0021,2024-01-01 14:08:00,face,0.844,DEV-0025,Manchester,1,success,153,False,
172e8c68-82aa-4c46-8049-9bbf76f6a778,USR-0055,2024-01-01 14:08:00,voice,0.8162,DEV-0045,London,1,success,201,False,
cdeb8ab9-9ece-4b21-a9f4-07eee9320c6a,USR-0021,2024-01-01 14:08:00,face,0.3573,DEV-0025,Manchester,1,success,153,True,low_score_bypass
255bfc1c-7e3d-4ee4-84b6-4ec14d16f049,USR-0033,2024-01-01 14:10:00,face,0.7661,DEV-0009,Manchester,1,success,126,False,
45d89da6-0a5b-4eb2-9667-91896ed5ca30,USR-0182,2024-01-01 14:30:00,voice,0.7123,DEV-0024,New York,1,success,235,False,
4a7d6fa1-1d9d-4b86-8253-fb27393aa0a9,USR-0117,2024-01-01 14:32:00,keystroke_dynamics,0.8091,DEV-0029,New York,1,success,191,False,
b8b758b8-22d8-408b-9269-6eeb77cf1eb6,USR-0172,2024-01-01 14:41:00,keystroke_dynamics,0.7968,DEV-0044,Manchester,1,success,170,False,
e7d3f770-9c8d-4ade-b3e8-16b5a353ea98,USR-0080,2024-01-01 14:42:00,keystroke_dynamics,0.9227,DEV-0023,London,1,success,200,False,
4052e3a5-66fd-4215-aa10-7fb733383ec9,USR-0090,2024-01-01 14:46:00,keystroke_dynamics,0.7992,DEV-0024,London,1,success,156,False,
7f3dcbf9-a0a5-4b74-aed5-a161ebfce2d6,USR-0090,2024-01-01 14:48:00,keystroke_dynamics,0.7992,DEV-0024,Lagos,1,success,156,True,geo_jump
1d447f41-79e9-44e1-bdc4-d680b3c95502,USR-0132,2024-01-01 14:50:00,keystroke_dynamics,0.7995,DEV-0026,New York,1,success,220,False,
bf16e3e9-49b7-4037-8425-dea7c83924d7,USR-0092,2024-01-01 14:51:00,keystroke_dynamics,0.9131,DEV-0038,New York,1,success,215,False,
230f1e69-034d-42fd-a4ca-abcbd2c4c286,USR-0085,2024-01-01 14:53:00,fingerprint,0.835,DEV-0018,London,1,success,195,False,
a7087280-34ee-4b67-a1bb-d1838acfd4d6,USR-0069,2024-01-01 14:55:00,keystroke_dynamics,0.9853,DEV-0047,Manchester,1,success,167,False,
77fc9703-1fd5-4423-b06c-5c5649e2623d,USR-0010,2024-01-01 14:58:00,fingerprint,0.6951,DEV-0021,New York,1,success,247,False,
236e9007-3468-4b6e-8609-0b78b5971e43,USR-0082,2024-01-01 14:59:00,face,0.8385,DEV-0030,Manchester,1,success,127,False,
5a5ed7eb-1532-4177-b61d-170a4bd600e6,USR-0138,2024-01-01 15:06:00,voice,0.8325,DEV-0029,London,1,success,126,False,
13cf44fe-17c0-4e28-ae3d-9de2e504d1c6,USR-0135,2024-01-01 15:10:00,keystroke_dynamics,0.8029,DEV-0026,Manchester,1,success,140,False,
e08596db-1d87-4966-8710-d430f071d879,USR-0006,2024-01-01 15:12:00,fingerprint,0.8715,DEV-0016,New York,1,success,173,False,
705faecd-2edf-402e-b531-8081b4effa29,USR-0122,2024-01-01 15:14:00,fingerprint,0.8112,DEV-0015,Manchester,1,success,220,False,
b43c7851-e78d-4f32-be2a-9f7347dfa607,USR-0102,2024-01-01 15:28:00,fingerprint,0.8632,DEV-0023,New York,1,success,252,False,
50814407-31e3-4608-800e-295265ec4424,USR-0131,2024-01-01 15:30:00,keystroke_dynamics,0.7793,DEV-0007,New York,1,success,155,False,
65adafab-2a07-458d-943b-bf74e609456a,USR-0188,2024-01-01 15:33:00,face,0.8847,DEV-0039,Manchester,1,success,140,False,
82fce908-17c3-45fc-b6b7-4e2748af7f10,USR-0097,2024-01-01 15:38:00,fingerprint,0.887,DEV-0050,New York,1,success,189,False,
b75c3825-1c0f-487f-ab01-bba74b814a84,USR-0152,2024-01-01 15:44:00,fingerprint,0.8037,DEV-0037,Manchester,1,success,105,False,
15969802-b6dd-4257-bb7d-9f1c57eb89b1,USR-0019,2024-01-01 15:46:00,voice,0.8302,DEV-0035,Manchester,1,success,123,False,
2de1bda4-6a92-447b-9154-00a60283a43b,USR-0155,2024-01-01 15:48:00,face,0.7676,DEV-0010,New York,1,success,143,False,
3ae0acdb-2a65-44af-b09d-338b23936d45,USR-0055,2024-01-01 15:49:00,face,0.895,DEV-0027,London,1,success,126,False,
6ccb9163-4d8e-4d5e-8df4-73bbc577d3a5,USR-0161,2024-01-01 15:50:00,keystroke_dynamics,0.8298,DEV-0020,Manchester,1,success,150,False,
8ccc617e-81b6-4951-8cdf-697f4eca2e96,USR-0071,2024-01-01 16:12:00,fingerprint,0.9566,DEV-0046,London,1,success,130,False,
81ef8162-3953-48bb-883e-00325fe8a7f4,USR-0134,2024-01-01 16:17:00,face,0.7697,DEV-0045,Manchester,1,success,131,False,
fad2fd69-3fb1-4376-b1d2-8c69bb88cfe7,USR-0175,2024-01-01 16:20:00,face,0.8357,DEV-0030,London,1,success,211,False,
f1c2fa18-c2af-46a6-9038-4c0ddbc3f559,USR-0138,2024-01-01 16:27:00,face,0.7285,DEV-0023,London,1,success,156,False,
4cec495b-2267-46e3-ba5b-6ac5de703b72,USR-0045,2024-01-01 16:31:00,face,0.8134,DEV-0046,Manchester,1,success,144,False,
f6ff3521-c225-4530-952a-53459682d9ff,USR-0045,2024-01-01 16:32:00,keystroke_dynamics,0.8083,DEV-0009,Manchester,1,success,149,False,
e05ff96e-d087-4c98-bc7d-0017f4c1540b,USR-0174,2024-01-01 16:37:00,face,0.7717,DEV-0043,London,1,success,242,False,
57d52b78-9cf3-437e-b562-037b78aa16ea,USR-0060,2024-01-01 16:40:00,voice,0.9314,DEV-0036,New York,1,success,160,False,
f89617fa-6493-45ef-bf53-76a4bb48bbba,USR-0067,2024-01-01 16:48:00,fingerprint,0.8227,DEV-0020,London,1,success,204,False,
cd6bb03b-eb35-47a0-ad6e-0291b7893986,USR-0043,2024-01-01 16:48:00,voice,0.9147,DEV-0001,London,1,success,219,False,
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,USR-0008,2024-01-01 16:55:00,fingerprint,0.8701,DEV-0039,New York,1,success,134,False,
5ff3fbbf-6880-434f-8ac5-a4c6c393f806,USR-0180,2024-01-01 16:59:00,keystroke_dynamics,0.7737,DEV-0028,London,1,success,206,False,
424d9430-b724-49b7-b10b-7fa9e9a0c20d,USR-0077,2024-01-01 16:59:00,keystroke_dynamics,0.809,DEV-0007,Manchester,1,success,179,False,
e35bba6d-bd39-409d-a67f-aa8371497c71,USR-0196,2024-01-01 17:02:00,fingerprint,0.8248,DEV-0019,Manchester,1,success,141,False,
d3ec1562-91c0-49ee-bad1-c48f6b39c4dc,USR-0151,2024-01-01 17:08:00,fingerprint,0.8407,DEV-0009,New York,1,success,177,False,
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,USR-0004,2024-01-01 17:12:00,keystroke_dynamics,0.7373,DEV-0022,London,1,success,142,False,
9c03d65c-ed8a-428c-b756-999b251adf0e,USR-0080,2024-01-01 17:13:00,keystroke_dynamics,0.7409,DEV-0025,London,1,success,180,False,
b23f4738-aff6-48bc-8d2b-f2063f931507,USR-0112,2024-01-01 17:17:00,face,0.9401,DEV-0016,London,1,success,167,False,
b197603c-a45c-4178-947c-903018dd3aea,USR-0164,2024-01-01 17:21:00,voice,0.8744,DEV-0049,Manchester,1,success,196,False,
eb25d7e7-e073-4c70-ac20-2d89b7a69c32,USR-0092,2024-01-01 17:25:00,keystroke_dynamics,0.737,DEV-0043,New York,1,success,216,False,
61a4cd19-71ef-4e0a-8dae-ac5c00009f1e,USR-0189,2024-01-01 17:30:00,keystroke_dynamics,0.8204,DEV-0006,New York,1,success,154,False,
c0476d80-532b-470a-a09f-839fb6ddbd11,USR-0123,2024-01-01 17:33:00,voice,0.8583,DEV-0037,London,1,success,247,False,
04d340e8-7ecf-4fc6-a249-a5869c186d49,USR-0148,2024-01-01 17:38:00,fingerprint,0.8154,DEV-0015,New York,1,success,232,False,
90b950bb-5e9b-4a6c-a0cd-5bb8dd357f0d,USR-0185,2024-01-01 17:41:00,keystroke_dynamics,0.9289,DEV-0031,Manchester,1,success,133,False,
a832a228-8c65-401b-9521-e8251177fdd5,USR-0110,2024-01-01 17:41:00,keystroke_dynamics,0.802,DEV-0006,Manchester,1,success,130,False,
c777a07f-6346-44ef-a9ef-74e34ab6821c,USR-0033,2024-01-01 17:46:00,fingerprint,0.8209,DEV-0049,Manchester,1,success,141,False,
f7aeede8-0a11-4bac-8df2-1ad52d36db7e,USR-0078,2024-01-01 17:49:00,face,0.7456,DEV-0002,Manchester,1,success,119,False,
